file_in_zip,doc_id,ext,num_pages,docket_id,date_guess,doc_type_guess,title_snippet
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0479-0004_Citizen_Petition_Denial_Response_Letter_from_FDA_C.pdf,36b45c010e27,pdf,7,FDA-2011-P-0479,2011,petition,"{.-✓~ Ii U.S. FOOD & DRUG -~~t_ ADMINISTRATION 12/09/2019 Dr. S. Albert Edwards, PharmD, RAC, FRAPS Re: Citizen Petition -Docket Number FDA-2011-P-0479 Dear Dr. Edwards: This is a response to your citizen petition, dated June 6, 2011, and filed with FDA Dockets on June 14, 2011, regarding annuloplasty rings.1 When considered in its entirety, your petition appears to request that the Food and Drug Administration (FDA or Agency) initiate a process to reclassify annuloplasty rings from class II to…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0482-0001_Novo_Nordisk__Inc____Citizen_Petition.pdf,f41f35bf41f2,pdf,9,FDA-2011-P-0482,2011,petition,": 4611 11 JUN 17 P I :57 novo nordisle June 17, 2011 BY HAND DELIVERY Division of Dockets Management Food and Drug Administration 5630 Fishers Lane Room 1061, HFA-305 Rockville, Maryland 20852 Re: Citizen Petition Regarding the Approval of Abbreviated New Drug Applications for Vagifem (estradiol vaginal tablets) 10 and 25 mcg Dear Sir or Madam: CITIZEN PETITION Novo Nordisk Inc. (""Novo Nordisk"") submits this Citizen Petition pursuant to the Federal Food, Drug, and Cosmetic Act (""FDC Act"") and t…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0482-0002_Acknowledgement_Letter_to_Novo_Nordisk__Inc_.pdf,27a7e4e8fb75,pdf,1,FDA-2011-P-0482,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0482-0003_FDA_CDER_Interim_Response_to_Novo_Nordisk_Inc.pdf,a82e1f6ff6c3,pdf,1,FDA-2011-P-0482,2011,petition,"DEPARTMENT OF HEALm &. HUMAN SERVICES Food and Drug Administration Rockville MD 20857 . 2011 DEC I b A 9: I b DEC '! 2 2011 • Jeremy Berger Senior Litigation Attorney Novo Nordisk, Inc. 100 College Road, West Princeton, NJ 08540 Re: Docket No. 2011-P-0482 Dear Mr. Berger: I am writing to inform you the Food and Drug Administration (FDA or the Agency) has not yet resolved the issues raised in your citizen petition submitted on June 17, 2011, on behalfofNovo Nordisk, Inc. Your petition asks that …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0482-0004_Determination_That_VAGIFEM__Estradiol__Vaginal_Tab.pdf,853ce5b27718,pdf,2,FDA-2011-P-0482,2011,other,"29720 Federal Register / Vol. 80, No. 99 / Friday, May 22, 2015 / Notices 343(r)(3)(A)) provides for the use of food label statements characterizing a relationship of any nutrient of the type required to be in the label or labeling of the food to a disease or a health related condition only where that statement meets the requirements of the regulations promulgated by the Secretary of Health and Human Services to authorize the use of such a health claim. Section 101.82 (21 CFR 101.82) of our reg…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0482-0005_FDA_CDER_to_Novo_Nordisk_Inc___Citizen_Petition_Pa.pdf,45f446cf0b5f,pdf,17,FDA-2011-P-0482,2011,petition,"DEPARTMENT OF HEALTH &. HUMAN SERVICES Edward F. Hanover Corporate Counsel Novo Nordisk Inc. 100 College Road, West Princeton , NJ 08540 MAY 2 2 2015 Food and Drug Administration 10903 New Hampshire Avenue Building #51 Silver Spring, MD 20993 Re: Docket Nos. FDA-2009-P-0089 and FDA-2011-P-0482 Dear Mr. Hanover: This letter responds to two citizen petitions filed by Novo Nordisk Inc. (Petitions). The first petition, dated February 18, 2009 (Petition 1), requests that the Food and Drug Administra…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0001_GotMercury_Turtle_Island_Restoration_TIRN_and_The_.pdf,44793070f805,pdf,19,FDA-2011-P-0484,2011,other,"06/20/2011 10:17 FAX 16507234426 Mills Legal Clinic raJ 000110019 Environmental Law Clinic Crown Quadrangle 559 Nathan Abbott Way stanford, CA 9430>8610 Tel 650 725-8571 Fax 65Q 723-4426 wwwJaw.stanford.edu June 20, 2~fi~ JUN 2 0 P 3: 21 BY FACSIMILE AT 301-827-6870 BY CERTIFIED MAlL, RETIJRN RECEIPT REQUESTED Dr. Margaret A. Hamburg. Commissioner U.S. Food and Drug Administration 10903 New Hampshire Ave Silver Spring. :MD 20993 Dockets Management Branch Food and Drug Administration. Room 1061 …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0002_Acknowledgement_Letter_to_GotMercury__Turtle_Islan.pdf,6a1016226ff8,pdf,1,FDA-2011-P-0484,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 fiLE COPl June 20, 2011 Deborah A. Sivas Environmental Law Clinic 559 Nathan Abbott Way Stanford, CA 94305-8610 Dear Ms. Sivas: Your petition to the Food and Drug Administration submitted on behalf of Turtle Island Restoration (TIRN) and The Center for Biological Diversity requesting to initiate rulemaking to reduce human exposure to mercury levels from commercial fish sold in the U.S par…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0003_Turtle_Island_Restoration_TIRN_and_The_Center_for_.pdf,930648f296ab,pdf,17,FDA-2011-P-0484,2011,other,"December 8, 2011 · Dr. Margaret A. Hamburg, CorrUnissioner U.S .. Food and Drug Administration 10903 New Hampshire Ave Silver Spring, MD 20993 • · Fax: 301-847-3531. Dockets Management Branch Food and Drug Admi;nistration, Room 1061 5630 FisherS Lane · · Rockville, MD 20852 . · Fruc 301-827 -6s7o Re: Docket number FDA-2011-P-0484-0001/CP . . ' . ·. . . . ' : . Dear Commissioner Hamburg and FDA Dockets Branch, c -8 p 2: 52 Please find attached a new investigation into m~cury levels in madin, ahi…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0004_Interim_Response_to_GotMercury__Turtle_Island_Rest.pdf,7b24ee876305,pdf,1,FDA-2011-P-0484,2011,petition,"(l DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Buffy Martin Tarbox Campaign Coordinator Got Mercury, Turtle Island Restoration Network P.O. Box 370 Forest Knolls, California 94933 AUG 8 20f Food and Drug Administration College Park, MD 207 40 lUll AUG I 3 A q: 3 I Re: Docket No. FDA-2011-P-0484/CP1 Dear Ms. Tarbox: This is a tentative response to the citizen petition filed with the Food and Drug Administration (FDA) on June 20, 2011, on behalf of Got Mercury, Turtle Island Resto…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0005_FDA_CFSAN_to_Ms_Sivas_Ms_Tarbox_and_Ms_Kilduff__Pe.pdf,4577170feefc,pdf,23,FDA-2011-P-0484,2011,other,"(,.....t, DEPARTMENT OF HEALTH & HUMAN SERVICES ,~'r Ms. Deborah A. Sivas Luke W. Cole Professor of Environmental Law And Director of the Stanford Environmental Law Clinic Crown Quadrangle 559 Nathan Abbot Way Stanford, California 94305-8610 Buffy Martin Tarbox, Campaign Coordinator Got Mercury, Turtle Island Restoration Network P.O. Box 370 Forest Knolls, California 94933 Catherine Kilduff, Staff Attorney Center for Biological Diversity 351 California Street, Ste. 600 San Francisco, California…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0006_Turtle_Island_Restoration_Network_Comment.pdf,174534e87e7f,pdf,5,FDA-2011-P-0484,2011,petition,"ZOI3 FEB 21 !0: Sq 1 February 2013 Dr. Margaret A. Hamburg, Commissioner U.S. Food and Drug Administration 10903 New Hampshire Ave Silver Spring, MD 20993 Re: Petition to initiate rulemaking to reduce human exposure, particularly for women of childbearing !lge, pr·egnant and nursing women, children and the most vulnerable populations to mercury levels from commercial fish sold in the United States (FDA-2011-P-0484-0001/CP) To Whom It May Concern: In light of the Food and Drug Administration's (…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0007_Center_for_Biological_Diversity__Supplement.pdf,b1ef994a346b,pdf,3,FDA-2011-P-0484,2011,supplement/amendment,"01/21/2011 FRI 16:47 FAX 4154369683 CBD SF BAY AREA OFFICE ,t11, 2911, Got Mercury? • At• ;Jul. 7 2011 Via certified mail and facsimile July 21, 2011 Dr. Margaret A. Hamburg, Commissioner U.S. Food and Drug Administration 10903 New Hampshire Ave Silver Spring, MD 20993 Fax: 301-847-3531Dockets Management Branch Food and Drug Administration, Room 1061 5630 Fishers Lane Rockville, MD 20852 Fax: 301-827-6870U001/064 Re: Docket number FDA-2011-P-0484-0001/CP Dear Commissioner Hamburg, On June 20, 2…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0484-0008_Supplement_from_Got_Mercury.pdf,88dcdc2606aa,pdf,63,FDA-2011-P-0484,2011,supplement/amendment,"4%.voroatow... 01/21/2011 FRI 1725 FAX 4154369683 CEID SF BAY AREA OFFICE 20„ juL 4(1149rcury? A7T3 w.44 NM6: Via certified mail and facsimile July 21, 2011 Dr_ Margaret A. Hamburg, Commissioner U.S. Food and Drug Administration 10903 New Hampshire Ave Silver Spring, MD 20993 Fax: 301-847-3531Dockets Management Branch Food and Drug Administration, Room 1061 5630 Fishers Lane Rockville, MD 20852 Fax: 301-827-6870[2001/064 Re: Docket number FDA-2011-P-0484-0001/CP Dear Commissioner Hamburg, On Ju…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0486-0001_Exhibit_B___Paragraph_IV_Patent_June_10__2011.pdf,3d11c51e0292,pdf,36,FDA-2011-P-0486,2011-06-10,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0486-0002_Acknowledgement_Letter_to_Paddock_Laboratories__In.pdf,7bc7fb6b0f2f,pdf,1,FDA-2011-P-0486,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0486-0003_Interim_Response_to_Winston___Strawn_LLP____Letter.pdf,1f88e91e74b7,pdf,1,FDA-2011-P-0486,2011,petition,"~ Sl.ilVICE,r(~v~.~,::'rDEPARTMENT OF HEALTH &. HUMA SERVICES Food and Drug Adminhtratlon Rockvile MD 20857 JAN 4 2012 Charles B. Klein Parer. Winston & Strawn LLP 1700 K Street, N.W. Washington, D.C. 20006 Re: Docket No. FDA~2011-P-0486 Dear Mr. Klein: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on June 21, 2011, and submitted on behalf of Paddock Laboratories, Inc. Your petition requests that t…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0486-0004_FDA_CDER_to_Paddock_Laboratories__Inc____Winston__.pdf,b89803d02a7a,pdf,6,FDA-2011-P-0486,2011,petition,"~ stRV1ctS.(4"""",,,,~DEPARTMENT OF HEALTH &. HUMA SERVICES MAR 1 2012Food and Drug Administration Rockville MD 20857 Charles B. Klein Partner . Winston & Strawn LLP 1700 K Street, N. W. Washington, D.C. 20006 Re: Docket No. FDA-2011-P-0486 , Dear Mr. Klein, This letter responds to your citizen petition submitted on behalf of Paddock Laboratories, Inc. (Paddock), which was received by the Food and Drug Administration (FDA or Agency) on June 21, 2011 (Petition), requesting that FDA formally determ…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0488-0001_Sandoz__Inc____Citizen_Petition.pdf,b5f48ef0d2ee,pdf,3,FDA-2011-P-0488,2011,petition,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0488-0002_Acknowledgement_Letter_to_Sandoz__Inc_.pdf,262e6cab6404,pdf,1,FDA-2011-P-0488,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0488-0003_Determination_That_Products_Were_Not_Withdrawn_Fro.pdf,b6168b948a50,pdf,1,FDA-2011-P-0488,2011,other,"72950 Federal Register / Vol. 76, No. 228 / Monday, November 28, 2011 / Notices [FR Doc. 2011–30450 Filed 11–25–11; 8:45 am] BILLING CODE 4164–01–C DEPARTMENT OF HEALTH AND HUMAN SERVICES Food and Drug Administration [Docket No. FDA–2011–P–0488] Determination That TAXOTERE (Docetaxel) Injection, 40 Milligrams/ Milliliter Was Not Withdrawn From Sale for Reasons of Safety or Effectiveness AGENCY : Food and Drug Administration, HHS. ACTION : Notice. SUMMARY : The Food and Drug Administration (FDA)…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0488-0004_FDA_CDER_to_Sandoz__Inc____Response_Letter.pdf,2e10c3f3b568,pdf,2,FDA-2011-P-0488,2011,response/decision,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0497-0001_Washington_Legal_Foundation___Citizen_Petition.pdf,8b2d31acdcad,pdf,23,FDA-2011-P-0497,2011,petition,"WASHINGTON LEGAL FOUNDATION 2009 MASSACHUSETTS AVENUE, N.W. WASHINGTON, D. C. 20038 202588-0302 www.wlf.org 7.011 JUN 30 P 3: 1, June 28,2011 Division ofDockets Management Food and Drug Administration Department ofHealth and Human Services 5630 Fishers Lane Room 1061 Rockville, MD 20852 Re: Citizen Petition Regarding Use of Advice from 10M Committee That Fails to Comply with FACA's Fair Balance Requirement CITIZEN PETITION The Washington Legal Foundation (WLF) hereby submits this petition under…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0497-0002_Acknowledgement_Letter_to_Washington_Legal_Foundat.pdf,6cd707b9e00a,pdf,1,FDA-2011-P-0497,2011,petition,"("".~ DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service ,::z~ Food and Drug Administration Rockville MD 20857 June 30, 2011 f\lt COP,Daniel J. Popeo Washington Legal Foundation 2009 Massachusetts Avenue, N.W. Washington, D. C. 20036 Dear Mr. Popeo: Your petition to the Food and Drug Administration requesting use of Advice from 10M Committee that fails to comply with FACA's fair Blance Reqirement, was received by this office on 06/30/2011. It was assigned docket number FDA-2011-P-0497-0…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0497-0003_FDA_OC_to_Washington_Legal_Foundation___Petition_D.pdf,b19abff33df2,pdf,6,FDA-2011-P-0497,2011,petition,"('Æ...~,:f... .., DEPARTMET OF HEAL TI & HUMA SERVICES Public Health Service Foo and Drg Administration FEB 21 2012 1093 New Hampshire Avenue Silver Spnng, MD 20993 Robert Klepinsky 200 South Sixth St., Suite 4000 Minneapolis, MN 55402 Richard A. Samp Danel J. Popeo Lilia Doiban Washington Legal Foundation 2009 Massachusetts Ave., NW Washington, DC 20036 Re: Citizen Petition Regarding Use of Advice from 10M Committee That Fails to Comply with FACA's Fair Balance Requirement (Docket No. FDA- 201…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0001_Allergan__Inc___et_al____Ropes___Gray____Citizen_P.pdf,680b4df1e20c,pdf,14,FDA-2011-P-0512,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0002_Acknowledgement_Letter_to_Allergan__Inc___et_al___.pdf,19a2f29efe53,pdf,1,FDA-2011-P-0512,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0003_Academy_of_Managed_Care_Pharmacy___Letter.pdf,3e739d55972b,pdf,4,FDA-2011-P-0512,2011,petition,"Academy of Managed Care Pharmacy® 2011 AUG - 1 P 12 : 1 0 President July 26, 2011 David L. Clark, RPh, MBA Portland, OR Division of Dockets Management Food and Drug Administration 5830 Fishers Lane, Room 1061 Rockville, MD 20852 Subject: Citizen's petition submitted on July 5, 2011, by Ropes & Gray and Sidley Austin LLP (Docket # FDA-2011-P-0512) On July 5, 2011, Ropes & Gray and Sidley Austin LLP submitted a citizen's petition on behalf of seven medical product manufacturers to clarify Food an…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0005_Interim_Response_to_Ropes___Gray_LLPand_Sidley_Aus.pdf,2866bb79d6c2,pdf,2,FDA-2011-P-0512,2011,petition,"(""""l DEPARTMET OF HEALTH &. HUMA SERVICES~,,,;~.. Food and Drug Administration Rockville MD 20857 DEC 2 9 2011 Alan R; Bennett Ropes & Gray LLP One Metro Center 700 12th Street, NW Washington, DC 20005 Paul E. Kalb Sidley Austin LLP 1501 K Street, NW Washington, DC 20005 Re: Docket No. FDA-201 1-P-0512 Dear Mr. Bennett and Mr. Kalb: I am writing in response to your citizen petition received on July 5,2011, and submitted on behalf of seven product manufacturers. i Your petition requests that the…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0009_Citizen_Petition_Approval_Response_from_FDA_CDER_t.pdf,57de32ea2591,pdf,10,FDA-2011-P-0512,2011,petition,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0010_Letter_from_FDA_CDER_to_Ropes_and_Gray_LLP_and_Sid.pdf,bf8dbe45de85,pdf,2,FDA-2011-P-0512,2011,other,"• I DEPARTMENT OF HEALTH & HUMAN SERVICES Alan R. Bennett Ropes & Gray LLP One Metro Center 700 12th Street, NW Washington, DC 20005 Joan McPhee Ropes & Gray LLP Prudential Tower 800 Boylston Street Boston, MA 02199-3600 Coleen Klasmeier Paul E. Kalb Sidley Austin LLP 1501 K Street, NW Washington, DC 20005 DEC 2 2 2014 Re: Docket Nos. FDA-2011-P-0512 and FDA-2013-P-1079 Dear Mr. Bennett, Ms. McPhee, Ms. Klasmeier, and Mr. Kalb: Public Health Service ·Food and Drug Administration Silver Spring, …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0011_Petition_to_Stay_and_for_Reconsideration.pdf,e2c7873bf4a5,pdf,22,FDA-2011-P-0512,2011,petition,"February 8, 2017 Division of Dockets Management Food and Drug Administration Room 1061, HFA -305 5630 Fishers Lane Rockville, MD 20852 PETITION TO STAY AND FOR RECONSIDERATION On behalf of the Medical Information Working Group (MIWG), the Pharmaceutical Research and Manufacturers of America (PhRMA), and the Biotechnology Innovation Organization (BIO), we respectfully submit the following Petition to Stay and for Reconsideration (Pe tition). I. Decision Involved This Petition challenges the fina…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0012_Acknowledgment_Letter_From_FDA_DDM_to_Sidley_Austi.pdf,adb50eb6d26b,pdf,2,FDA-2011-P-0512,2011,other,"DEPARTMENT OF HEALTH & HUMAN S ERVICE S Public Health Service Food and Drug Administration Silver Spring MD 20993 January 23, 2017 Paul E. Kalb , Coleen Klasmeier Joseph R. Guerra , Sean C. Griffin SIDLEY AUSTIN LLP 1501 K Street NW Washington, DC 20001 (202) 736- 8000 James C. Stansel PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA 950 F Street NW, Suite 300 Washington, DC 20004 John Murphy BIOTECHNOLOGY INNOVATION ORGANIZA TION 1201 Maryland Avenue, SW Suite 900 Washington, DC 20024 Kell…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0013_Petition_Interim_Response_from_FDA_OP_to_MIWG.pdf,3dc3bb31d95c,pdf,1,FDA-2011-P-0512,2011,petition,"(-~~··;, Ii U.S. FOOD & DRUG ·., ~~ ADMINISTRATION .... ~~(' Paul E. Kalb Coleen Klasmeier Joseph R. Guerra Sean C. Griffin Sidley Austin LLP 1501 K Street NW Washington , DC 20001 Kellie B. Combs Douglas H. Hallward-Driemeier Ropes & Gray LLP 2099 Pennsylvania Avenue NW Washington , DC 20006 Joan McPhee Ropes & Gray LLP 1211 A venue of the Americas New York, NY 10036 JUL 2 8 2017 James C. Stansel Pharmaceutical Research and Manufacturers of America 950 F. Street NW, Suite 200 Washington , DC 2…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0512-0014_Kalb_et_al_IU_Final_Rule_Response_3_26_18.pdf,41014d7fcc0a,pdf,4,FDA-2011-P-0512,2011,response/decision,"March 26, 2018 Paul E. Kalb Coleen Klasmeier Joseph R. Guerra Sean C. Griffin Sidley Austin LLP 1501 K Street NW Washington , DC 20001 Kellie B. Combs Douglas H. Hallward-Driemeier Ropes & Gray LLP 2099 Pennsylvania A venue NW Washington , DC 20006 Joan McPhee Ropes & Gray LLP 1211 Avenue of the Americas New York, NY 10036 James C. Stansel Pharmaceutical Research and Manufacturers of America 950 F. Street NW, Suite 200 Washington, DC 20004 Jolm Murphy Biotechnology Innovation Organization 1201 …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0515-0001_Pharmacists_Planning_Service__Inc___PPSI____Citize.pdf,de82193195a8,pdf,4,FDA-2011-P-0515,2011,petition,"rnicosts pbnnim servce, Ina 101 Lucas Valley Road, Suite 384 San Rafael, California 94903 Tel: (415) 479-8628 • Fox: (415) 479-8608 • e-mail: ppsi@aol.com January 24, 2011 201I 111. - b P l Documents Management Branch Food and Drug Administration Department of Health and Human Services 5600 Fishers Lane, Room 4-62 Rockville, MD 20852 Re: Citizen's Petition to Remove Pseudoephedrine (PSE) from the Marketplace Pharmacists Planning Service, Inc. (PPSI) is a 501 C (3) nonprofit public health, consu…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0515-0002_Acknowledgement_Letter_to_Pharmacists_Planning_Ser.pdf,c3b620b2a3fe,pdf,1,FDA-2011-P-0515,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COPI July 6, 2011 Frederick S. Mayer, R.Ph., M.P.H. President Pharmacists Planning Service, Inc. 101 Lucas Valley Road, Suite 384 San Rafael, CA 94903 Dear Dr. Mayer: Your petition to the Food and Drug Administration requesting to issue a Federal Regulation to remove Pseudoephedrine (PSE) from the marketplace immediately, was received by this office on 07/6/2011. It was assigned dock…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0515-0003_Interim_Response_to_Pharmacists_Planning_Service__.pdf,382f74b540f6,pdf,1,FDA-2011-P-0515,2011,petition,"'"" SiRV1CtS. ("" ~ DEPARMENT OF HEALTI &. HUMA SERVICES ~~-~,~'r Frederick S. Mayer, R.Ph., M.P.H. President Pharmacists Planing Service, Inc. 101 Lucas Valley Road, Suite 384 San Rafael, CA 94903Food and Drug Administration Rockvile M D 20857 DEC 29 2011 Re: Docket No. FDA-2011-P-0515 Dear Mr. Mayer: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on July 6, 2011. Your petition requests that the Agen…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0515-0004_Petitions_Response_to_Pharmacists_Planning_Service.pdf,8d1728207bc5,pdf,3,FDA-2011-P-0515,2011,petition,"'"" SERVICES.(4 """"""'r""~DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockville MD 20857 APR 1 9 2012 . Frederick S. Mayer, R.Ph., M.P.H. President Pharmacists Planning Service, Inc. 101 Lucas Valley Road, Suite 384 San Rafael, CA 94903 RE: Docket No. FDA-2011-P-0515 Dear Mr. Mayer: This letter responds to your citizen petition, received on July 6, 2011 (Petition), requesting that FDA remove pseudoephedrine (PSE) from the marketplace immediately. In your petition, you state …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0537-0001_Reference_1___U_S__Census_Bureau__Census_2000_Brie.pdf,2f46651ce01b,pdf,12,FDA-2011-P-0537,2011,response/decision,"U.S. Department of Commerce Economics and Statistics Administration U.S. CENSUS BUREAU ensus 2000 USCENSUSBUREAU Helping You Make Informed Decisions Issued Ortoher 2001 Age: 2000 Census 2000 Brie C2KBR/01-12 In 2000, the U.S. Census Bureau counted 281.4 million people in the United States.' Of this number; •72.3 million, or 26 percent of the U.S. population, were under age 18; •174.1 million, or 62 percent, were age 18 to 64; and •35.0 million, or 12 percent, were age 65 and over. The age group…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0537-0002_Acknowledgement_Letter_to_Earthjustice__et_al_.pdf,05e3898f0427,pdf,1,FDA-2011-P-0537,2011,petition,"ss'i` •4t, DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 F1L E COP Y July 18, 2011 Paul H. Achitoff Earthjustice, et al. 223 S. King Street Suite 400 Honolulu, HI 96813 Dear Mr. Achitoff: Your petition to the Food and Drug Administration requesting to initiate rulemaking for labeling and point of sale advisories concerning mercury in seafood to minimize methylmercury exposure to women of childbearing age and children, was received by…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0537-0004_Interim_Response_to_Earthjustice_et_al__Letter.pdf,2abae6e6bffa,pdf,1,FDA-2011-P-0537,2011,petition,", (/(_ y...,.:::;j DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration College Park, MD 207 40 Paul H. Achitoff Caroline C. Ishida EARTHJUSTICE 223 S. King Street, Suite 400 Honolulu , Hawaii 96813 A 1~\1 ~UG \ 3 A q: 3 \ UG 8 2012 Re: Docket No. FDA-2011-P-0537/CP1 Dear Mr. Achitoff and Ms. Ishida: This is a tentative response to the citizen petition filed with the Food and Drug Administration (FDA) on July 5, 2011, on behalfofEARTHJUSTICE. In your petition…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0537-0005_Denial_Letter_from_CFSAN_to_EARTHJUSTICE.pdf,93ce34784832,pdf,20,FDA-2011-P-0537,2011,other,"Paul H. Achitoff Caroline C. Ishida EARTHJUSTIC E 223 S. King Street, Suite 400 Honolulu , HI 96813 Jane M. Hightower , M.D. 2100 Webster Street, Suite 428 San Francisco , CA 94115 Michael Bender Mercury Policy Project Zero Mercury Working Group 1420 North Street Montpelier , VT 05602 Michael Jacobson, Ph.D. Staff Attorney Food Safety Program Center for Science in the Public Interest 1220 L Street, N.W., #300 Washington, D.C. 20005 U.S. FOOD & DRUG January 18, 2017 Re: Docket No. FDA-2011-P -05…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0540-0001_Pharmgate__LLC___Citizen_Petition.pdf,c6e0d57bfca7,pdf,3,FDA-2011-P-0540,2011,petition,"SUITABILITY PETITION The undersigned submits this petition under section 512(n)(3)of the Federal Food, Dpg,_pnpi4osmetic Act to request the Commissioner of Food and Drugs to take the adrnitlittra ge hgtiordeka -6d below. A. Action requested This petition requests the Commissioner to accept for filing and review under section 512(b)(2) of the Act, an Abbreviated New Animal Drug Application for a proposed generic animal drug to be marketed in three strengths, two of which differ from the strength…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0540-0002_Acknowledgement_Letter_to_Pharmgate__LLC.pdf,0d6cd2d3f8b2,pdf,1,FDA-2011-P-0540,2011,petition,"4'.. DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service 1 15,,,,,,,21 FILE COPY July 18, 2011 Michael A. Brauer, Ph.D. Reg ularory Consultant Pharmgate, LLC 6037 Williamsburg Parkway Salisbury, MD 21801 Dear Dr. Brauer: Your Petition to the Food and Drug Administration submitted on behalf of Pharmgate, LLC , to permit the Filing of an Abbreviated New Animal Drug Application for Ecomycin TM 50, 90, 100, grams of chlortetracycline per pound to be marketed in three strengths, two of which…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0540-0003_Pharmgate_LLC_Withdrawal_of_Suitability_Petition.pdf,c675fba1a775,pdf,2,FDA-2011-P-0540,2011,petition,"161 North Franklin Turnpike, Suite 2C Ramsey, NJ 07446 USA Ph: +1 (201) 327-3800 Fax: +1 (201) 327-3802 Please visit us at %ww.pharnmate.com Pharmg ate® OH APR -3 A 29 April 2, 2013 Division of Dockets Management (HFA-305) Food and Drug Administration 5640 Fishers Lane, Room 1061 Rockville, MD 20852 Request to withdraw suitability petition, FDA-2011-P-0540-0001 To whom it may concern: After further review and discussion with the Center of Veterinary Medicine a suitability petition is not requir…"
